parcel_id,origin,destination,dest_node,size_class,request_time,urgency,peak_multiplier,hour
3386,Meerhoven,Blixembosch,33065756,A,558,high,1.8,9
1540,External,Centrum,11425558398,A,558,normal,1.8,9
2382,Blixembosch,Blixembosch,42782756,A,558,high,1.8,9
570,Centrum,Centrum,42608177,A,558,high,1.8,9
2682,Blixembosch,Centrum,10252954533,A,559,normal,1.8,9
2926,Meerhoven,Meerhoven,12556906079,B,559,high,1.8,9
1881,Blixembosch,Blixembosch,42774634,A,559,normal,1.8,9
592,Centrum,Centrum,264762414,A,559,normal,1.8,9
1671,Blixembosch,Blixembosch,42773158,A,559,normal,1.8,9
2298,Blixembosch,Blixembosch,42777061,A,559,high,1.8,9
2634,Blixembosch,Meerhoven,42621866,A,559,normal,1.8,9
1631,Blixembosch,Blixembosch,42775639,B,559,high,1.8,9
1311,Centrum,Meerhoven,5210477075,A,559,normal,1.8,9
731,Centrum,Centrum,5763933975,A,559,normal,1.8,9
3555,External,Meerhoven,4338380734,A,559,normal,1.8,9
940,Centrum,Centrum,10298392769,A,559,high,1.8,9
2951,Meerhoven,Meerhoven,919369126,A,559,high,1.8,9
3428,Meerhoven,Centrum,4686541198,A,559,normal,1.8,9
1469,External,Centrum,42609482,A,560,normal,1.8,9
191,Centrum,Centrum,1274037371,B,560,high,1.8,9
1718,Blixembosch,Blixembosch,42772959,B,560,normal,1.8,9
2847,External,Blixembosch,42777061,B,560,normal,1.8,9
1095,Centrum,Centrum,42611874,B,560,high,1.8,9
1514,External,Centrum,10300575465,B,560,high,1.8,9
1803,Blixembosch,Blixembosch,42777061,A,560,high,1.8,9
520,Centrum,Centrum,312790033,A,560,normal,1.8,9
1821,Blixembosch,Blixembosch,2749903065,A,560,high,1.8,9
394,Centrum,Centrum,2912751875,A,560,normal,1.8,9
2168,Blixembosch,Blixembosch,2763956477,A,560,high,1.8,9
3363,Meerhoven,Meerhoven,6001202647,A,560,high,1.8,9
920,Centrum,Centrum,5912896156,B,560,high,1.8,9
2069,Blixembosch,Blixembosch,42780572,A,560,normal,1.8,9
1480,External,Centrum,12032936838,A,560,normal,1.8,9
579,Centrum,Centrum,3570174260,B,561,high,1.8,9
3530,External,Meerhoven,5628624241,A,561,normal,1.8,9
2361,Blixembosch,Blixembosch,42774634,B,561,high,1.8,9
3002,Meerhoven,Meerhoven,42631690,B,561,high,1.8,9
1531,External,Centrum,312790033,B,561,high,1.8,9
2516,Blixembosch,Meerhoven,403876951,B,561,high,1.8,9
1764,Blixembosch,Blixembosch,42781750,A,561,normal,1.8,9
323,Centrum,Centrum,12032936831,A,561,normal,1.8,9
2258,Blixembosch,Blixembosch,42772959,A,561,high,1.8,9
207,Centrum,Centrum,268820483,B,561,high,1.8,9
3478,Meerhoven,Blixembosch,274711965,A,561,high,1.8,9
669,Centrum,Centrum,32442306,A,561,normal,1.8,9
665,Centrum,Centrum,2916513480,B,561,normal,1.8,9
1903,Blixembosch,Blixembosch,42783689,B,562,high,1.8,9
2977,Meerhoven,Meerhoven,5628622584,B,562,high,1.8,9
1878,Blixembosch,Blixembosch,42775639,A,562,high,1.8,9
1231,Centrum,Blixembosch,33065756,A,562,normal,1.8,9
260,Centrum,Centrum,2612950217,A,562,high,1.8,9
2556,Blixembosch,Centrum,2912751884,A,562,high,1.8,9
691,Centrum,Centrum,2912751875,B,562,normal,1.8,9
1992,Blixembosch,Blixembosch,42773566,A,562,high,1.8,9
53,Centrum,Centrum,42622249,A,562,high,1.8,9
2045,Blixembosch,Blixembosch,4864108986,A,562,high,1.8,9
2854,External,Blixembosch,42764780,B,562,normal,1.8,9
3186,Meerhoven,Meerhoven,5210394509,A,562,high,1.8,9
342,Centrum,Centrum,7255585942,A,562,high,1.8,9
2971,Meerhoven,Meerhoven,9696073561,A,562,normal,1.8,9
2719,Blixembosch,Meerhoven,42622009,A,562,normal,1.8,9
3290,Meerhoven,Meerhoven,9696073564,A,562,normal,1.8,9
2573,Blixembosch,Centrum,1931472202,A,562,high,1.8,9
32,Centrum,Centrum,7518753526,B,563,normal,1.8,9
2206,Blixembosch,Blixembosch,2763956477,A,563,high,1.8,9
917,Centrum,Centrum,10284277651,A,563,high,1.8,9
992,Centrum,Centrum,428560393,A,563,high,1.8,9
1384,Centrum,Meerhoven,919369129,A,563,normal,1.8,9
1393,Centrum,Blixembosch,42773158,A,563,normal,1.8,9
880,Centrum,Centrum,5912896156,A,563,high,1.8,9
889,Centrum,Centrum,42608177,A,563,normal,1.8,9
727,Centrum,Centrum,42621145,B,563,high,1.8,9
2112,Blixembosch,Blixembosch,42771346,A,563,normal,1.8,9
2379,Blixembosch,Blixembosch,42776636,A,563,high,1.8,9
3345,Meerhoven,Meerhoven,9696073555,A,563,high,1.8,9
1732,Blixembosch,Blixembosch,42771346,A,563,normal,1.8,9
82,Centrum,Centrum,10129728481,A,563,high,1.8,9
3507,Meerhoven,Centrum,1271057023,A,563,high,1.8,9
244,Centrum,Centrum,268515893,B,563,high,1.8,9
2982,Meerhoven,Meerhoven,403876820,A,563,normal,1.8,9
103,Centrum,Centrum,42621143,A,563,normal,1.8,9
1066,Centrum,Centrum,268515849,A,564,high,1.8,9
745,Centrum,Centrum,268515883,A,564,normal,1.8,9
2305,Blixembosch,Blixembosch,42776110,A,564,high,1.8,9
2786,External,Blixembosch,42778952,A,564,high,1.8,9
1971,Blixembosch,Blixembosch,4864108985,A,564,high,1.8,9
3093,Meerhoven,Meerhoven,9696073556,B,564,normal,1.8,9
317,Centrum,Centrum,12032936786,A,564,high,1.8,9
3490,Meerhoven,Blixembosch,42776110,B,564,normal,1.8,9
3228,Meerhoven,Meerhoven,423933250,A,564,normal,1.8,9
936,Centrum,Centrum,11809651404,A,564,high,1.8,9
1429,Centrum,Blixembosch,42775639,A,564,normal,1.8,9
3325,Meerhoven,Meerhoven,42634297,A,564,high,1.8,9
810,Centrum,Centrum,9581456475,A,565,high,1.8,9
1024,Centrum,Centrum,5228955101,A,565,high,1.8,9
383,Centrum,Centrum,7255585942,A,565,high,1.8,9
3242,Meerhoven,Meerhoven,914759824,A,565,normal,1.8,9
2957,Meerhoven,Meerhoven,6294568317,A,565,high,1.8,9
1889,Blixembosch,Blixembosch,4864108973,A,565,high,1.8,9
2500,Blixembosch,Centrum,6952286819,A,565,normal,1.8,9
2316,Blixembosch,Blixembosch,42771346,A,565,normal,1.8,9
1580,External,Centrum,6952286819,B,565,normal,1.8,9
1089,Centrum,Centrum,652808528,A,565,high,1.8,9
2916,Meerhoven,Meerhoven,11425682982,B,565,high,1.8,9
1048,Centrum,Centrum,268515883,A,565,normal,1.8,9
1215,Centrum,Blixembosch,42781494,A,565,normal,1.8,9
687,Centrum,Centrum,1271057021,A,565,normal,1.8,9
986,Centrum,Centrum,264762414,A,565,high,1.8,9
2020,Blixembosch,Blixembosch,42764780,A,565,high,1.8,9
3365,Meerhoven,Meerhoven,423933231,B,565,high,1.8,9
190,Centrum,Centrum,42627523,A,565,high,1.8,9
3417,Meerhoven,Blixembosch,33065756,A,565,normal,1.8,9
1728,Blixembosch,Blixembosch,42776429,A,565,high,1.8,9
1390,Centrum,Meerhoven,42626968,A,566,normal,1.8,9
639,Centrum,Centrum,1272796377,A,566,high,1.8,9
3351,Meerhoven,Meerhoven,2305493848,A,566,high,1.8,9
1349,Centrum,Meerhoven,937797700,A,566,normal,1.8,9
64,Centrum,Centrum,10298392709,A,566,high,1.8,9
3319,Meerhoven,Meerhoven,3925985397,A,566,normal,1.8,9
1913,Blixembosch,Blixembosch,42775207,B,566,high,1.8,9
270,Centrum,Centrum,312790029,A,566,normal,1.8,9
85,Centrum,Centrum,262454092,B,566,high,1.8,9
3005,Meerhoven,Meerhoven,1969225442,A,566,high,1.8,9
1808,Blixembosch,Blixembosch,42764780,A,566,normal,1.8,9
987,Centrum,Centrum,1272796377,A,566,normal,1.8,9
3460,Meerhoven,Centrum,652808501,A,567,normal,1.8,9
2577,Blixembosch,Centrum,11809651400,A,567,high,1.8,9
75,Centrum,Centrum,312790046,A,567,high,1.8,9
1864,Blixembosch,Blixembosch,42768375,B,567,normal,1.8,9
1170,Centrum,Blixembosch,4864108986,A,567,normal,1.8,9
1843,Blixembosch,Blixembosch,42778952,A,567,high,1.8,9
264,Centrum,Centrum,268515883,A,567,high,1.8,9
1961,Blixembosch,Blixembosch,42773158,A,567,normal,1.8,9
3103,Meerhoven,Meerhoven,919369136,A,567,high,1.8,9
2064,Blixembosch,Blixembosch,4864108986,A,567,normal,1.8,9
569,Centrum,Centrum,428560393,A,567,high,1.8,9
890,Centrum,Centrum,652808501,B,567,normal,1.8,9
1254,Centrum,Blixembosch,4864108986,A,567,high,1.8,9
1008,Centrum,Centrum,12819683862,A,567,high,1.8,9
802,Centrum,Centrum,9112896287,A,567,normal,1.8,9
2898,Meerhoven,Meerhoven,5210315125,B,567,high,1.8,9
2806,External,Blixembosch,4864108975,A,567,normal,1.8,9
523,Centrum,Centrum,2701059928,B,567,high,1.8,9
744,Centrum,Centrum,11809624401,A,567,high,1.8,9
828,Centrum,Centrum,5912896156,A,568,normal,1.8,9
1720,Blixembosch,Blixembosch,42781494,A,568,high,1.8,9
572,Centrum,Centrum,1931472156,A,568,normal,1.8,9
1661,Blixembosch,Blixembosch,33065756,A,568,normal,1.8,9
423,Centrum,Centrum,520322687,A,568,high,1.8,9
3080,Meerhoven,Meerhoven,6105821144,A,568,high,1.8,9
3180,Meerhoven,Meerhoven,9764536215,B,568,normal,1.8,9
2598,Blixembosch,Meerhoven,42631690,A,568,normal,1.8,9
960,Centrum,Centrum,262454092,A,568,high,1.8,9
2451,Blixembosch,Blixembosch,11067720962,B,568,normal,1.8,9
377,Centrum,Centrum,6797557997,A,568,normal,1.8,9
2448,Blixembosch,Blixembosch,274712141,A,568,high,1.8,9
3523,External,Meerhoven,4093647311,B,568,normal,1.8,9
1945,Blixembosch,Blixembosch,42774634,A,569,high,1.8,9
1891,Blixembosch,Blixembosch,42780938,B,569,normal,1.8,9
814,Centrum,Centrum,522133630,B,569,normal,1.8,9
2415,Blixembosch,Blixembosch,42783856,A,569,normal,1.8,9
2815,External,Blixembosch,4864108985,A,569,normal,1.8,9
3166,Meerhoven,Meerhoven,4093647311,B,569,high,1.8,9
2145,Blixembosch,Blixembosch,42773566,A,569,normal,1.8,9
538,Centrum,Centrum,12819683862,A,569,high,1.8,9
2760,External,Blixembosch,42781750,A,569,normal,1.8,9
1304,Centrum,Meerhoven,11441005021,A,569,normal,1.8,9
2250,Blixembosch,Blixembosch,42776429,B,569,normal,1.8,9
3203,Meerhoven,Meerhoven,5210477077,A,569,normal,1.8,9
743,Centrum,Centrum,1931472277,A,569,normal,1.8,9
714,Centrum,Centrum,42622249,A,569,normal,1.8,9
1565,External,Centrum,522133630,A,569,high,1.8,9
2243,Blixembosch,Blixembosch,4864108975,B,569,normal,1.8,9
2580,Blixembosch,Meerhoven,919369136,A,569,high,1.8,9
695,Centrum,Centrum,42627104,A,569,high,1.8,9
1932,Blixembosch,Blixembosch,42771346,A,569,high,1.8,9
1142,Centrum,Meerhoven,42621866,A,569,high,1.8,9
3257,Meerhoven,Meerhoven,2305493848,A,570,high,1.8,9
1782,Blixembosch,Blixembosch,4864108980,A,570,normal,1.8,9
1206,Centrum,Meerhoven,919369129,A,570,high,1.8,9
1841,Blixembosch,Blixembosch,42776110,A,570,high,1.8,9
3088,Meerhoven,Meerhoven,2380149708,A,570,high,1.8,9
726,Centrum,Centrum,1931472079,B,570,normal,1.8,9
2194,Blixembosch,Blixembosch,42768375,A,570,normal,1.8,9
855,Centrum,Centrum,12819683862,A,570,high,1.8,9
3377,Meerhoven,Blixembosch,2749903065,A,570,normal,1.8,9
1586,External,Centrum,42625385,A,570,normal,1.8,9
605,Centrum,Centrum,652808553,A,571,high,1.8,9
2587,Blixembosch,Centrum,6426500745,A,571,high,1.8,9
2238,Blixembosch,Blixembosch,11067720962,A,571,normal,1.8,9
1211,Centrum,Meerhoven,1530910768,A,571,normal,1.8,9
2057,Blixembosch,Blixembosch,42764780,A,571,high,1.8,9
174,Centrum,Centrum,42623928,A,571,normal,1.8,9
1936,Blixembosch,Blixembosch,42773158,A,571,normal,1.8,9
3070,Meerhoven,Meerhoven,12556906071,A,571,high,1.8,9
1820,Blixembosch,Blixembosch,42777061,A,571,high,1.8,9
382,Centrum,Centrum,42622249,A,572,normal,1.8,9
3427,Meerhoven,Blixembosch,42777061,B,572,high,1.8,9
1173,Centrum,Meerhoven,914759824,A,572,high,1.8,9
1088,Centrum,Centrum,9112896292,B,572,normal,1.8,9
2123,Blixembosch,Blixembosch,42772959,A,572,high,1.8,9
970,Centrum,Centrum,42625385,B,572,high,1.8,9
3052,Meerhoven,Meerhoven,410122629,A,572,high,1.8,9
2398,Blixembosch,Blixembosch,42771346,B,572,high,1.8,9
2923,Meerhoven,Meerhoven,42631690,A,572,high,1.8,9
621,Centrum,Centrum,11809624407,A,572,high,1.8,9
644,Centrum,Centrum,5763933975,A,572,high,1.8,9
3553,External,Meerhoven,6001202653,A,573,high,1.8,9
2894,Meerhoven,Meerhoven,5210477077,B,573,high,1.8,9
3016,Meerhoven,Meerhoven,6001202641,A,573,normal,1.8,9
231,Centrum,Centrum,7347144615,A,573,high,1.8,9
1654,Blixembosch,Blixembosch,42768375,B,573,normal,1.8,9
3174,Meerhoven,Meerhoven,6712429507,A,573,normal,1.8,9
3129,Meerhoven,Meerhoven,2380149708,A,574,normal,1.8,9
533,Centrum,Centrum,11809624406,A,574,normal,1.8,9
1569,External,Centrum,12819683857,A,574,normal,1.8,9
1208,Centrum,Blixembosch,42783856,A,574,high,1.8,9
1190,Centrum,Blixembosch,42780572,A,574,normal,1.8,9
1209,Centrum,Blixembosch,10659597098,A,575,high,1.8,9
2690,Blixembosch,Centrum,9112896287,A,575,high,1.8,9
3567,External,Meerhoven,5628622584,A,575,normal,1.8,9
1020,Centrum,Centrum,42611874,B,575,high,1.8,9
604,Centrum,Centrum,943637972,A,575,high,1.8,9
76,Centrum,Centrum,42603898,A,575,normal,1.8,9
3003,Meerhoven,Meerhoven,11441005020,A,575,high,1.8,9
1130,Centrum,Meerhoven,42631690,A,575,normal,1.8,9
1959,Blixembosch,Blixembosch,42773158,A,575,high,1.8,9
1385,Centrum,Blixembosch,4864108986,A,575,high,1.8,9
682,Centrum,Centrum,5912888841,B,576,normal,1.8,9
2167,Blixembosch,Blixembosch,42776636,B,576,normal,1.8,9
3189,Meerhoven,Meerhoven,6001202639,A,576,high,1.8,9
1496,External,Centrum,268515826,A,576,high,1.8,9
1111,Centrum,Centrum,42619347,A,576,normal,1.8,9
2147,Blixembosch,Blixembosch,42782911,A,576,high,1.8,9
1608,External,Centrum,7102147855,A,576,high,1.8,9
1645,Blixembosch,Blixembosch,42782053,A,576,normal,1.8,9
1635,Blixembosch,Blixembosch,4864108986,A,576,high,1.8,9
2417,Blixembosch,Blixembosch,33065756,A,576,high,1.8,9
427,Centrum,Centrum,42603898,A,576,high,1.8,9
3576,External,Meerhoven,5628624241,A,576,normal,1.8,9
245,Centrum,Centrum,42624230,B,576,high,1.8,9
104,Centrum,Centrum,42620858,B,576,normal,1.8,9
1741,Blixembosch,Blixembosch,42776110,A,577,high,1.8,9
449,Centrum,Centrum,6797557996,A,577,normal,1.8,9
886,Centrum,Centrum,652808553,A,577,high,1.8,9
3050,Meerhoven,Meerhoven,6712429505,A,577,high,1.8,9
2181,Blixembosch,Blixembosch,42782911,A,577,normal,1.8,9
2267,Blixembosch,Blixembosch,2739556567,A,577,high,1.8,9
2838,External,Blixembosch,2749903065,B,577,normal,1.8,9
3380,Meerhoven,Blixembosch,2739556567,B,577,normal,1.8,9
1226,Centrum,Meerhoven,1969225556,A,577,high,1.8,9
603,Centrum,Centrum,264762409,A,577,high,1.8,9
105,Centrum,Centrum,7255585965,A,577,normal,1.8,9
1156,Centrum,Blixembosch,42773158,A,577,high,1.8,9
1886,Blixembosch,Blixembosch,11067720968,B,577,high,1.8,9
2998,Meerhoven,Meerhoven,423933231,A,577,high,1.8,9
1967,Blixembosch,Blixembosch,42775639,A,577,high,1.8,9
10,Centrum,Centrum,312790047,A,578,normal,1.8,9
1918,Blixembosch,Blixembosch,42775639,A,578,high,1.8,9
2809,External,Blixembosch,42776636,A,578,high,1.8,9
1702,Blixembosch,Blixembosch,42775639,A,578,normal,1.8,9
418,Centrum,Centrum,1931472187,A,578,high,1.8,9
1256,Centrum,Meerhoven,6001202638,A,578,normal,1.8,9
127,Centrum,Centrum,268515893,A,578,normal,1.8,9
2422,Blixembosch,Blixembosch,42781750,A,578,high,1.8,9
1746,Blixembosch,Blixembosch,42773158,A,578,high,1.8,9
2952,Meerhoven,Meerhoven,9696073556,A,578,high,1.8,9
1343,Centrum,Meerhoven,919369129,A,578,high,1.8,9
1793,Blixembosch,Blixembosch,42773158,A,578,normal,1.8,9
2881,Meerhoven,Meerhoven,5210395243,A,578,high,1.8,9
1505,External,Centrum,12819683862,A,578,normal,1.8,9
1559,External,Centrum,10252954533,B,578,high,1.8,9
3269,Meerhoven,Meerhoven,6001202638,B,578,high,1.8,9
804,Centrum,Centrum,7217152849,A,578,normal,1.8,9
2171,Blixembosch,Blixembosch,42781750,B,578,normal,1.8,9
1910,Blixembosch,Blixembosch,11067720973,B,578,normal,1.8,9
1281,Centrum,Blixembosch,2749903065,A,579,high,1.8,9
2026,Blixembosch,Blixembosch,42782911,A,579,normal,1.8,9
3046,Meerhoven,Meerhoven,42624054,B,579,high,1.8,9
3278,Meerhoven,Meerhoven,919369136,A,579,normal,1.8,9
2993,Meerhoven,Meerhoven,919369126,A,579,normal,1.8,9
1567,External,Centrum,1931472277,B,579,high,1.8,9
2967,Meerhoven,Meerhoven,12556906073,A,579,normal,1.8,9
2254,Blixembosch,Blixembosch,42776636,A,579,normal,1.8,9
1022,Centrum,Centrum,1270849063,A,579,normal,1.8,9
1684,Blixembosch,Blixembosch,42775639,A,579,normal,1.8,9
2799,External,Blixembosch,42776636,A,579,high,1.8,9
206,Centrum,Centrum,11809624401,A,579,high,1.8,9
54,Centrum,Centrum,7217152849,B,579,high,1.8,9
771,Centrum,Centrum,10129728496,B,579,high,1.8,9
1327,Centrum,Blixembosch,42768375,A,579,high,1.8,9
919,Centrum,Centrum,42627523,A,580,normal,1.8,9
3022,Meerhoven,Meerhoven,410122641,A,580,high,1.8,9
1610,External,Centrum,10284277651,A,580,normal,1.8,9
1984,Blixembosch,Blixembosch,42776429,B,580,normal,1.8,9
1018,Centrum,Centrum,1931472275,A,580,high,1.8,9
720,Centrum,Centrum,12032936824,A,580,high,1.8,9
3042,Meerhoven,Meerhoven,423933249,A,580,normal,1.8,9
2672,Blixembosch,Meerhoven,11425682982,A,580,normal,1.8,9
2578,Blixembosch,Meerhoven,423933231,A,580,normal,1.8,9
1561,External,Centrum,12819781827,A,580,normal,1.8,9
3304,Meerhoven,Meerhoven,2305493852,B,580,normal,1.8,9
1419,Centrum,Meerhoven,919369129,B,580,high,1.8,9
675,Centrum,Centrum,10252954533,A,581,high,1.8,9
345,Centrum,Centrum,2912751884,B,581,high,1.8,9
2420,Blixembosch,Blixembosch,42775205,A,581,high,1.8,9
126,Centrum,Centrum,522133630,A,581,high,1.8,9
1663,Blixembosch,Blixembosch,274711220,A,581,normal,1.8,9
1124,Centrum,Centrum,1886079830,B,581,high,1.8,9
2761,External,Blixembosch,42767643,A,581,high,1.8,9
392,Centrum,Centrum,42612973,A,581,normal,1.8,9
2285,Blixembosch,Blixembosch,42772959,A,581,high,1.8,9
971,Centrum,Centrum,312790047,B,581,high,1.8,9
493,Centrum,Centrum,10252954533,A,581,high,1.8,9
1075,Centrum,Centrum,522133630,B,581,normal,1.8,9
3229,Meerhoven,Meerhoven,7416616694,A,581,normal,1.8,9
590,Centrum,Centrum,11425558398,A,582,normal,1.8,9
3468,Meerhoven,Centrum,6841066728,A,582,high,1.8,9
3171,Meerhoven,Meerhoven,919369153,A,582,high,1.8,9
41,Centrum,Centrum,2916513483,A,582,high,1.8,9
557,Centrum,Centrum,11809624406,A,582,normal,1.8,9
2720,Blixembosch,Centrum,12819683846,B,582,high,1.8,9
1776,Blixembosch,Blixembosch,42764780,A,582,high,1.8,9
1789,Blixembosch,Blixembosch,2763956477,A,582,high,1.8,9
2963,Meerhoven,Meerhoven,423933197,A,582,high,1.8,9
1269,Centrum,Meerhoven,42621866,B,582,high,1.8,9
2647,Blixembosch,Centrum,42613511,B,582,high,1.8,9
2450,Blixembosch,Blixembosch,42775205,A,582,high,1.8,9
844,Centrum,Centrum,11809624403,A,582,normal,1.8,9
2084,Blixembosch,Blixembosch,11067720962,A,582,high,1.8,9
2180,Blixembosch,Blixembosch,42767643,A,582,high,1.8,9
769,Centrum,Centrum,12819683846,A,582,normal,1.8,9
3155,Meerhoven,Meerhoven,1332035621,A,583,normal,1.8,9
3029,Meerhoven,Meerhoven,919369136,A,583,high,1.8,9
985,Centrum,Centrum,42625067,A,583,high,1.8,9
1963,Blixembosch,Blixembosch,4864108973,A,583,high,1.8,9
1919,Blixembosch,Blixembosch,274551194,A,583,high,1.8,9
891,Centrum,Centrum,1886956457,A,583,high,1.8,9
1382,Centrum,Blixembosch,2763956477,A,583,high,1.8,9
2655,Blixembosch,Meerhoven,42625546,A,583,high,1.8,9
1242,Centrum,Meerhoven,4338380734,B,583,high,1.8,9
2676,Blixembosch,Meerhoven,9696073555,A,583,normal,1.8,9
1027,Centrum,Centrum,2912751884,B,583,normal,1.8,9
2317,Blixembosch,Blixembosch,42780572,A,584,normal,1.8,9
2328,Blixembosch,Blixembosch,10659597098,A,584,normal,1.8,9
35,Centrum,Centrum,42616158,A,584,normal,1.8,9
2499,Blixembosch,Meerhoven,919369134,A,584,high,1.8,9
1097,Centrum,Centrum,264762419,A,584,normal,1.8,9
2413,Blixembosch,Blixembosch,2763956477,A,584,high,1.8,9
1374,Centrum,Meerhoven,12556906073,A,584,normal,1.8,9
2182,Blixembosch,Blixembosch,2763956477,A,584,normal,1.8,9
134,Centrum,Centrum,10129728445,A,584,high,1.8,9
3226,Meerhoven,Meerhoven,423933258,A,584,high,1.8,9
133,Centrum,Centrum,1272796377,A,584,high,1.8,9
1014,Centrum,Centrum,12032936786,A,584,high,1.8,9
3479,Meerhoven,Blixembosch,42764780,A,584,high,1.8,9
2745,External,Blixembosch,42782756,A,585,normal,1.8,9
818,Centrum,Centrum,10284277655,A,585,normal,1.8,9
355,Centrum,Centrum,268515849,A,585,high,1.8,9
3305,Meerhoven,Meerhoven,11425682982,B,585,normal,1.8,9
610,Centrum,Centrum,42619347,A,585,high,1.8,9
1634,Blixembosch,Blixembosch,42778952,B,585,high,1.8,9
1594,External,Centrum,2612950217,B,585,normal,1.8,9
2802,External,Blixembosch,2763956477,A,585,high,1.8,9
2812,External,Blixembosch,42771346,A,585,high,1.8,9
1033,Centrum,Centrum,262454093,A,585,normal,1.8,9
2640,Blixembosch,Centrum,12819683862,A,585,normal,1.8,9
3199,Meerhoven,Meerhoven,6001202641,A,585,high,1.8,9
2048,Blixembosch,Blixembosch,4864108980,A,585,normal,1.8,9
2831,External,Blixembosch,2763956477,A,585,high,1.8,9
2497,Blixembosch,Centrum,42616158,A,586,normal,1.8,9
3167,Meerhoven,Meerhoven,423933231,B,586,normal,1.8,9
2369,Blixembosch,Blixembosch,33065756,A,586,normal,1.8,9
1004,Centrum,Centrum,428560393,A,586,high,1.8,9
522,Centrum,Centrum,11809651400,A,586,normal,1.8,9
1713,Blixembosch,Blixembosch,274712141,A,586,high,1.8,9
3196,Meerhoven,Meerhoven,4341458060,A,586,high,1.8,9
331,Centrum,Centrum,522133630,B,586,high,1.8,9
808,Centrum,Centrum,9112896287,B,586,high,1.8,9
902,Centrum,Centrum,7255585942,A,586,high,1.8,9
110,Centrum,Centrum,10129728496,A,586,high,1.8,9
2666,Blixembosch,Meerhoven,1332035621,A,586,normal,1.8,9
159,Centrum,Centrum,522133630,B,586,normal,1.8,9
1867,Blixembosch,Blixembosch,42773158,A,586,normal,1.8,9
1193,Centrum,Blixembosch,42782053,B,586,high,1.8,9
1738,Blixembosch,Blixembosch,10659597098,A,586,normal,1.8,9
1873,Blixembosch,Blixembosch,42774634,A,587,high,1.8,9
3252,Meerhoven,Meerhoven,9764536215,A,587,high,1.8,9
1899,Blixembosch,Blixembosch,42782911,A,587,high,1.8,9
148,Centrum,Centrum,5763933975,A,587,normal,1.8,9
1690,Blixembosch,Blixembosch,42768375,A,587,high,1.8,9
2226,Blixembosch,Blixembosch,42773158,A,587,high,1.8,9
946,Centrum,Centrum,5763933975,A,587,high,1.8,9
972,Centrum,Centrum,1931472156,B,587,normal,1.8,9
1313,Centrum,Blixembosch,4864108985,B,587,high,1.8,9
1238,Centrum,Blixembosch,4864108986,A,587,normal,1.8,9
2075,Blixembosch,Blixembosch,42774634,A,587,high,1.8,9
3143,Meerhoven,Meerhoven,12556906079,A,587,high,1.8,9
2311,Blixembosch,Blixembosch,11067720973,A,587,normal,1.8,9
3492,Meerhoven,Blixembosch,11067720973,A,587,normal,1.8,9
181,Centrum,Centrum,42606331,B,587,normal,1.8,9
955,Centrum,Centrum,11425558396,A,588,normal,1.8,9
3150,Meerhoven,Meerhoven,1380741965,A,588,high,1.8,9
2785,External,Blixembosch,11067720962,A,588,normal,1.8,9
44,Centrum,Centrum,1634503054,B,588,high,1.8,9
391,Centrum,Centrum,2912751884,A,588,normal,1.8,9
1073,Centrum,Centrum,7518753526,A,588,high,1.8,9
2683,Blixembosch,Meerhoven,4341458060,A,588,high,1.8,9
2268,Blixembosch,Blixembosch,42773158,B,588,high,1.8,9
2609,Blixembosch,Meerhoven,7416616694,A,588,high,1.8,9
2990,Meerhoven,Meerhoven,1387915591,A,589,normal,1.8,9
3394,Meerhoven,Blixembosch,42776110,A,589,normal,1.8,9
2400,Blixembosch,Blixembosch,11067720973,A,589,normal,1.8,9
2579,Blixembosch,Centrum,42610619,A,589,normal,1.8,9
2731,Blixembosch,Centrum,11809651404,A,589,normal,1.8,9
3051,Meerhoven,Meerhoven,7503441065,A,589,normal,1.8,9
829,Centrum,Centrum,12819781827,A,589,normal,1.8,9
3376,Meerhoven,Centrum,42619587,A,589,normal,1.8,9
2879,Meerhoven,Meerhoven,9696073561,B,589,normal,1.8,9
3346,Meerhoven,Meerhoven,1387915591,A,590,normal,1.8,9
3559,External,Meerhoven,6712429505,A,590,normal,1.8,9
470,Centrum,Centrum,268515832,B,590,high,1.8,9
2974,Meerhoven,Meerhoven,409019337,B,590,normal,1.8,9
42,Centrum,Centrum,12819683846,A,590,normal,1.8,9
3216,Meerhoven,Meerhoven,6001202653,A,590,normal,1.8,9
1574,External,Centrum,569911333,A,590,normal,1.8,9
1455,External,Centrum,1931472216,A,590,normal,1.8,9
871,Centrum,Centrum,11809624403,A,590,normal,1.8,9
332,Centrum,Centrum,6426500745,A,590,normal,1.8,9
764,Centrum,Centrum,12032936839,B,590,normal,1.8,9
2997,Meerhoven,Meerhoven,919369134,A,590,high,1.8,9
1129,Centrum,Centrum,522133630,B,590,high,1.8,9
2794,External,Blixembosch,4864108986,A,590,normal,1.8,9
1799,Blixembosch,Blixembosch,42773158,A,590,high,1.8,9
2863,External,Blixembosch,42782911,A,590,normal,1.8,9
1998,Blixembosch,Blixembosch,42781494,A,590,normal,1.8,9
1730,Blixembosch,Blixembosch,42777467,A,590,normal,1.8,9
1338,Centrum,Meerhoven,11441005021,A,591,normal,1.8,9
740,Centrum,Centrum,264762409,A,591,high,1.8,9
749,Centrum,Centrum,652808528,A,591,normal,1.8,9
1725,Blixembosch,Blixembosch,11067720962,B,591,normal,1.8,9
2593,Blixembosch,Centrum,268515832,B,591,normal,1.8,9
