parcel_id,origin,destination,dest_node,size_class,request_time,urgency,peak_multiplier,hour
187,Centrum,Centrum,42606099,A,1051,normal,1.5,17
454,Meerhoven,Meerhoven,11441005015,A,1052,normal,1.5,17
550,External,Meerhoven,403876196,A,1054,normal,1.5,17
426,External,Blixembosch,42782053,A,1054,normal,1.5,17
112,Centrum,Centrum,42615213,A,1056,high,1.5,17
345,Blixembosch,Blixembosch,4864108980,A,1057,high,1.5,17
276,Blixembosch,Blixembosch,42778952,A,1058,high,1.5,17
516,Meerhoven,Meerhoven,5628622604,A,1058,high,1.5,17
122,Centrum,Centrum,2765451709,A,1058,normal,1.5,17
312,Blixembosch,Blixembosch,42781750,B,1058,normal,1.5,17
238,Centrum,Blixembosch,42775207,B,1058,high,1.5,17
258,External,Centrum,42627104,A,1061,high,1.5,17
1,Centrum,Centrum,10298392795,A,1064,high,1.5,17
322,Blixembosch,Blixembosch,42776636,A,1064,normal,1.5,17
310,Blixembosch,Blixembosch,42772959,B,1064,normal,1.5,17
43,Centrum,Centrum,42613511,A,1066,normal,1.5,17
270,External,Centrum,42610619,A,1068,high,1.5,17
180,Centrum,Centrum,1720482719,A,1070,high,1.5,17
221,Centrum,Blixembosch,42776636,A,1070,normal,1.5,17
91,Centrum,Centrum,2612950234,A,1073,high,1.5,17
532,Meerhoven,Blixembosch,274711965,A,1073,high,1.5,17
116,Centrum,Centrum,1886079698,A,1075,normal,1.5,17
492,Meerhoven,Meerhoven,1387915591,A,1075,high,1.5,17
485,Meerhoven,Meerhoven,919369134,A,1075,high,1.5,17
100,Centrum,Centrum,1720482719,A,1076,high,1.5,17
382,Blixembosch,Blixembosch,42772959,A,1077,normal,1.5,17
511,Meerhoven,Meerhoven,933579658,A,1079,normal,1.5,17
364,Blixembosch,Blixembosch,42775207,A,1081,high,1.5,18
409,Blixembosch,Centrum,12819928667,B,1085,normal,1.5,18
536,Meerhoven,Blixembosch,42782911,B,1087,normal,1.5,18
141,Centrum,Centrum,4682125883,B,1089,high,1.5,18
459,Meerhoven,Meerhoven,6001202641,A,1089,high,1.5,18
143,Centrum,Centrum,11809651400,A,1090,normal,1.5,18
333,Blixembosch,Blixembosch,42775205,A,1090,high,1.5,18
395,Blixembosch,Centrum,42619084,A,1094,high,1.5,18
330,Blixembosch,Blixembosch,42782911,A,1097,normal,1.5,18
96,Centrum,Centrum,12032936833,B,1098,high,1.5,18
93,Centrum,Centrum,12819781825,A,1099,normal,1.5,18
260,External,Centrum,1931472131,A,1100,high,1.5,18
161,Centrum,Centrum,12819781825,B,1100,normal,1.5,18
415,Blixembosch,Meerhoven,5628622584,A,1100,normal,1.5,18
503,Meerhoven,Meerhoven,42625546,A,1100,normal,1.5,18
240,Centrum,Blixembosch,2763956477,B,1100,normal,1.5,18
136,Centrum,Centrum,312790046,A,1103,high,1.5,18
62,Centrum,Centrum,42627104,B,1104,normal,1.5,18
370,Blixembosch,Blixembosch,4864108980,B,1104,high,1.5,18
74,Centrum,Centrum,12032936787,A,1104,normal,1.5,18
47,Centrum,Centrum,1720482719,A,1105,high,1.5,18
295,Blixembosch,Blixembosch,42773158,A,1105,high,1.5,18
480,Meerhoven,Meerhoven,5628622595,B,1107,normal,1.5,18
251,External,Centrum,3270186169,A,1108,normal,1.5,18
72,Centrum,Centrum,42612093,A,1108,high,1.5,18
118,Centrum,Centrum,5912888842,A,1113,normal,1.5,18
442,Meerhoven,Meerhoven,6001202647,B,1113,high,1.5,18
334,Blixembosch,Blixembosch,2763956477,A,1114,normal,1.5,18
153,Centrum,Centrum,943637974,B,1115,normal,1.5,18
431,External,Blixembosch,42781750,A,1117,high,1.5,18
78,Centrum,Centrum,42621811,B,1118,high,1.5,18
507,Meerhoven,Meerhoven,410122628,A,1118,high,1.5,18
347,Blixembosch,Blixembosch,42775639,A,1118,high,1.5,18
227,Centrum,Meerhoven,937797700,A,1119,normal,1.5,18
467,Meerhoven,Meerhoven,919369154,A,1123,normal,1.5,18
222,Centrum,Blixembosch,2749903065,B,1126,normal,1.5,18
191,Centrum,Centrum,42623344,A,1126,normal,1.5,18
68,Centrum,Centrum,1272796377,A,1127,normal,1.5,18
404,Blixembosch,Centrum,42607514,A,1130,high,1.5,18
194,Centrum,Blixembosch,42772959,A,1131,high,1.5,18
289,Blixembosch,Blixembosch,274711965,A,1133,high,1.5,18
169,Centrum,Centrum,42608208,A,1135,normal,1.5,18
471,Meerhoven,Meerhoven,42634297,A,1135,high,1.5,18
32,Centrum,Centrum,12819284836,A,1137,normal,1.5,18
54,Centrum,Centrum,9628866986,A,1138,normal,1.5,18
317,Blixembosch,Blixembosch,42778952,A,1138,high,1.5,18
299,Blixembosch,Blixembosch,42783856,A,1141,normal,0.8,19
92,Centrum,Centrum,5912888842,B,1148,normal,0.8,19
41,Centrum,Centrum,4682125883,A,1149,normal,0.8,19
466,Meerhoven,Meerhoven,409019326,A,1159,normal,0.8,19
316,Blixembosch,Blixembosch,10659597098,B,1173,normal,0.8,19
403,Blixembosch,Centrum,12871697062,A,1176,normal,0.8,19
393,Blixembosch,Meerhoven,9764536215,A,1181,normal,0.8,19
144,Centrum,Centrum,10170056369,A,1185,normal,0.8,19
60,Centrum,Centrum,9112896292,A,1190,normal,0.8,19
73,Centrum,Centrum,943637974,B,1202,normal,0.8,20
352,Blixembosch,Blixembosch,42778952,A,1207,normal,0.8,20
5,Centrum,Centrum,7640250969,A,1213,normal,0.8,20
139,Centrum,Centrum,10253033528,A,1216,normal,0.8,20
540,External,Meerhoven,11441005020,A,1221,normal,0.8,20
304,Blixembosch,Blixembosch,42776110,A,1223,normal,0.8,20
95,Centrum,Centrum,42609987,A,1232,normal,0.8,20
448,Meerhoven,Meerhoven,403877455,A,1243,normal,0.8,20
495,Meerhoven,Meerhoven,919369126,A,1245,normal,0.8,20
527,Meerhoven,Blixembosch,42782053,A,1257,normal,0.8,20
427,External,Blixembosch,42776636,B,1265,normal,0.8,21
348,Blixembosch,Blixembosch,42777061,A,1270,normal,0.8,21
489,Meerhoven,Meerhoven,11425682982,A,1274,normal,0.8,21
81,Centrum,Centrum,9112896285,A,1294,normal,0.8,21
205,Centrum,Blixembosch,42778952,A,1299,normal,0.8,21
113,Centrum,Centrum,6426500737,A,1300,normal,0.8,21
339,Blixembosch,Blixembosch,42776636,A,1310,normal,0.8,21
209,Centrum,Blixembosch,42768375,A,1314,normal,0.8,21
261,External,Centrum,42606099,A,1317,normal,0.8,21
232,Centrum,Blixembosch,2763956477,A,1319,normal,0.8,21
